Periodo,Area,Subarea,Antiguedad,eNPS_Score,Motivation_Score,Manager_NPS,Liderazgo_Texto,Mejoras_Texto,Mejoras_Categoria,Valoras_Texto,Valoras_Categoria,Salario_Satisfecho,Lider_Claro_Objetivos,Lider_Comunica_Prioridades,Lider_Da_Feedback,Lider_Incentiva_Colaboracion,Lider_Da_Herramientas,Lider_Referente_Cultura
Q2 2025,Operaciones,General,Más de 1 año,10,10,10,"Desde que asumió el rol de líder de fops me ha ayudado a mostrar el potencial que tengo, y he logrado grandes logros",Integrando más al personal que se encuentra fuera de bogota,Sin comentarios,"Desde que estoy en BIA mi crecimiento personal y profesional ha sido exponencialmente rapido, estoy muy feliz porque siento que me pagan por aprender",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Success,6 meses a 1 año,10,9,10,Mis lideres nos aportan crecimiento personal y laboral ,Salarios,Beneficios y Salario,Considero que la remuneración salarial no es acorde a las responsabilidades,Sin comentarios,No.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Técnicos electricistas,Más de 1 año,7,7,10,"Excelente liderazgo, sabe que te motiva a trabajar y lo explota ",Preocupándose más por el trabajador ,Cultura y Liderazgo,Calidad humana ,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Técnicos electricistas,Más de 2 años,10,10,10,"Mi lider esta presto a recibir consejos, nos ayuda con mejoras en el dia a dia de la coordinancion",Para Mi seria bueno implementar cursos de AI para que todos podemos estar alineados y sobretodo estar con el conocimiento para poder ayudar al proceso y a la compañía,Procesos y Herramientas,"BIA me ha dado muchas oportunidades de crecimiento y esto lo valoro mucho, por eso me esfuerzo dia a dia en poder demostrar porque estoy en BIA",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Técnicos electricistas,4 meses a 6 meses,8,8,10,Líder total ,Más atención a nuestra area,Comunicación Interna,Muchos caciques pocos indios,Sin comentarios,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,General,4 meses a 6 meses,10,8,10,"Excelentes lideres, no solo los de supply, siento que liderazgo a nivel empresa son todos muy competentes.",Todo lo siento muy bien,General / Otros,"Excelente empresa, con un equipo de trabajo calificado y enfocado al logro de los resultados, pongo un 8 porque siento que el salario no va acorde con la carga laboral, pero de resto nada de quejas es una empresa hermosa y una cultura genial! ",Desgaste / Salario (Alerta),No.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Success,Más de 1 año,7,7,10,Me parece un lider que me invita a crecer profesional y personalmente ,"Deberian haber más beneficios no salariales en Bia. Budget para educación, beneficios de prepagada, bonos para ir al gimnasio. Cosas pequeñas que creo aumenten retención de talento ",Beneficios y Salario,Siento que estamos construyendo algo grande. En este momento mermado por las metas de crecimiento capeadas a solucionar garantias.,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Parcialmente.,Si.,Si.
Q2 2025,Operaciones,General,Más de 2 años,10,10,10,Somos los mejores!!!,Como lo he desarrollado en todo este tiempo dando mas de lo que esperan de mi.,Bienestar y Balance,"Soy uno de los fundadores, ya casi cumplo los mismos 3 años con BIA y me siento orgulloso de mi mismo y de todo lo que ha logrado la compañía en este tiempo.",Impacto y Propósito,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Success,Más de 1 año,8,7,6,Se reconoce por afinidad más que por ejecución y productividad,Creación de un plan carrera claro con un plan de mejora y crecimiento,Plan de Carrera y Capacitación,"No hay un plan de carrera claro, falta motivación respecto al reconocimiento, se reconoce por afinidad más que por ejecución y productividad.",Crecimiento y Aprendizaje,No.,Parcialmente.,Parcialmente.,No.,Parcialmente.,No.,Parcialmente.
Q2 2025,Operaciones,General,Más de 1 año,4,4,4,A pesar de mover y gestionar cosas del área. Considero le faltan aún más habilidades blandas para aprender a manejar personal y claramente garantizar el acompañamiento a todos para asegurar que las cosas pasen o ver que inconvenientes se tienen y no asumir que todos pueden resolver los problemas y entregar la respuesta y solución a todo.,"Me siento muy emocionado por todo lo cambiado desde que llegué, pero hace falta tener el acompañamiento para que el personal pueda crecer, así como lo hace la compañía. Asegurar que todos los colaboradores tengan reuniones de 1-1 y feedback con sus lideres o stakeholders. A muchos aún les falta aprender de manejo de equipos y liderazgo. Pues no tienen presente en qué cosas están su personal aparte de lo que deben cumplir. Uno en BIA hace muchas tareas que no se notan a la hora de ver proyectos pero que son necesarias para cumplir todo. El garantizar que todos podamos ser conocedores y manejo de herramientas para automatizar optimizaría muchas tareas.",Sin comentarios,No ser tenido en cuenta sino hasta el final del ejercicio de los proyectos porque el líder lo ve como una obligación más no como un sentido de mejora para las personas y toda la compañía. y no se ve el esfuerzo que se hace siendo el único rol para todo todos los frentes de la organización. Esto ya se habló desde mí anterior líder.,Equipo y Cultura,No.,Parcialmente.,Parcialmente.,No.,No.,No.,Parcialmente.
Q2 2025,Finanzas,Contabilidad y Taxes,Más de 1 año,9,10,10,"Mi lider motiva al equipo completo con las tareas a desarrollar, siempre busca las mejores características del equipo para las mismas y tiene presente las ideas del equipo.",Capacitaciones adicionales.,Plan de Carrera y Capacitación,El ambiente laboral es la mejor motivación para trabajar en Bia,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,General,Más de 1 año,8,7,7,"Valoro el esfuerzo de mi líder por mantener una gestión clara y un ambiente de trabajo enfocado en los objetivos. Existen fortalezas en su capacidad para organizar el equipo y brindar apoyo cuando se requiere. Sin embargo, creo que hay oportunidades para fortalecer aún más la motivación individual y el desarrollo profesional continuo dentro del equipo. Con una comunicación más constante, retroalimentación personalizada y mayor impulso al crecimiento de cada integrante, su liderazgo podría posicionarse como un verdadero referente.","Comunicación clara y constante
Fortalecer la comunicación sobre los objetivos del área, los avances y cómo cada colaborador aporta valor. Esto ayuda a que todos se sientan parte del propósito y comprendan el impacto de su trabajo.

Espacios de desarrollo profesional
Implementar planes de capacitación enfocados en habilidades técnicas (como análisis de datos o gestión de continuidad) y competencias blandas (liderazgo, comunicación, toma de decisiones). También podrían ofrecerse rutas de crecimiento profesional dentro del área.

",Plan de Carrera y Capacitación,"Me siento motivado por trabajar en BIA porque entiendo su importancia estratégica para la continuidad del negocio y el impacto positivo que puede generar en la organización. Estoy interesado en seguir aprendiendo y contribuyendo, aunque reconozco que aún hay áreas en las que me gustaría sentirme más preparado o involucrado. Con mayor claridad en los objetivos, participación activa en proyectos clave y oportunidades de capacitación, sé que esa motivación puede aumentar.",Crecimiento y Aprendizaje,No.,Si.,Si.,Parcialmente.,Si.,Parcialmente.,Si.
Q2 2025,Finanzas,Contabilidad y Taxes,4 meses a 6 meses,10,9,6,Creo que le falta a veces compartirme informacion sobre algunos procesos. ,Mas capacitaciones de aprendizaje ,Plan de Carrera y Capacitación,"Muy motivada cada dia se aprende algo de Bia, Por el momento con el tema de IA y automatización de Procesos ",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Parcialmente.,Si.,Si.
Q2 2025,Acquisition,Sales,Más de 2 años,9,8,10,"Juancho un gran líder, fomenta el trabajo en equipo, genera confianza y brinda confianza en las decisiones que yo tomo como colaborador de Bia. Juancho apoya, da feedback constantemente y me da herramientas para mejorar en las cosas que tengo que cambiar. Es un referente 100% de la cultura Bia y sabe mucho del negocio, lo que permite que también aprenda mucho de el.
","Cuando se hacen cambios que afectan negativamente los resultados de un equipo, comunicación más clara de por qué se está haciendo y lo que se espera de estos cambios.",Comunicación Interna,"Me siento motivada por los retos que tengo con clientes, por las grandes empresas con las que me reúno pero me frustra que como empresa hacemos cambios que desaceleran los procesos que ya sabemos que funcionan y nos ayudan a mantener un ritmo constante de ventas.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,General,Más de 1 año,10,9,10,Mi líder siempre está preocupado por tener espacios de acompañamiento para saber cómo estamos personalmente y cómo nos visualizamos en el trabajo. Eso ayuda a estar alienados siempre ,Con subsidios internos de compañía y planes de salud prepagada ,Plan de Carrera y Capacitación,"Trabajar en Bia me motiva día a día porque siempre tengo retos los cuales afrontar, no es un trabajo monótono. Me lleva a esforzarme siempre más de mis límites y aprender mucho en cada proceso ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Success,0 a 3 meses,10,9,8,"Es un buen lider, sabe guiar y motivar al equipo, solo me gustaria que supiera un poco mas sobre la ejecucion exacta de actividad para que hubiese más empatía con ciertos procesos, como tomar a cada territorio y que lo gestione por un dia",Me gustaría que hubiese programas de apoyo educativo para educación formal y continuada,Plan de Carrera y Capacitación,"Es una empresa con gran crecimiento, con una cultura organizacional muy chévere y actividades que promueven la diversificación de pensamiento y creatividad",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,General,Más de 1 año,9,8,8,"Mi líder es una persona proactiva, diligente y empática, cualidades que valoro mucho. Su compromiso y entrega son evidentes en el día a día. Sin embargo, en algunas ocasiones percibo que, al intentar alinearse con las expectativas de sus líderes, cambia parte de su esencia, lo que puede afectar la autenticidad con la que normalmente se relaciona con el equipo.
También he notado que la comunicación no siempre es completa o clara, lo que puede generar confusión o desinformación. Además, me preocupa que no logre dedicar tiempo suficiente a su vida personal, debido a la alta carga de responsabilidades que asume. Considero que una mejor distribución del trabajo, que permita al equipo apoyarlo más activamente, no solo lo beneficiaría a él en términos de equilibrio y bienestar emocional, sino que también fortalecería la dinámica del equipo en general.
 Un liderazgo saludable y equilibrado se refleja directamente en un ambiente laboral más productivo y armónico."," -Fomentar una mejor distribución de cargas de trabajo, establecer límites más claros en los horarios y promover una cultura que valore el descanso. Esto no solo mejora el bienestar, sino también el rendimiento a largo plazo.
-Crear espacios más frecuentes y genuinos para reconocer el esfuerzo individual y colectivo, tanto de manera formal (por ejemplo, en reuniones o canales internos) como informal (a través de mensajes directos o retroalimentación positiva).",Sin comentarios,"Me siento altamente motivada de trabajar en Bia. Me encantan los retos, aprender constantemente y ser parte de proyectos que me permiten potenciar mis habilidades y aportar al desarrollo de la compañía. Sin embargo, en ocasiones la cantidad de proyectos y el nivel de dedicación que requieren puede resultar abrumador, llegando a comprometer mi equilibrio entre la vida laboral y personal. 
Adicionalmente, siento que no siempre se reconoce el esfuerzo y los logros de manera adecuada. Un mayor reconocimiento no necesariamente con ascensos o incremento salarial, sino con pequeñas acciones  por parte de los líderes podría marcar una gran diferencia en la motivación y el sentido de pertenencia de los colaboradores.
Estoy segura que con un mejor balance en la carga de trabajo y una cultura de reconocimiento más constante, mi motivación estará en el punto más alto.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Parcialmente.,Parcialmente.,Si.,Si.,Si.
Q2 2025,Operaciones,General,6 meses a 1 año,10,9,10,"Daniel es una persona que si bien challengea demasiado da visual y camino a seguir para poder crecer, tambien el respesto y la transparencia en los procesos es fundamental para funcion del equipos entonces ver como nos ayuad a completar los objetivos ",Yo siento que Bia como empresa otorga todas las herramientas para poder desempeñar nuesteas labores quizas de momento todo en orden. ,Procesos y Herramientas,"El cambio de roles es primordial para encontrar las mejoras en los proceso, muchas veces las personas no entienden el trasfondo y todo se vuelve urgente e importante",Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Técnicos electricistas,Más de 1 año,10,10,9,En el momento está saturado por los cargos coordinador y líder ,Aprendizaje de temas relacionados en las actividades Bia,Sin comentarios,Cada día es una nueva experiencia de cambio constante.,General / Otros,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q2 2025,Operaciones,Técnicos electricistas,0 a 3 meses,10,10,10,ES UN PERSONA QUE DEJARA CLARO TODOS LOS  PUNTOS Y DEFINE Y DEJA TODO EN CLARIDAD ,CREO A TERMINO PERSONAL QUE LA EXPERIENCIA ESTA SUPER BIEN NO HAY NADA POR MEJORAR,Sin comentarios,POR HAY OPORTUNIDAD DE APRENDISAJE Y PODER CRECER COMO PERSONA Y LAVORALMEMTE ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Técnicos electricistas,0 a 3 meses,10,10,10,"Es una persona muy responsable, mantiene el equipo al tanto de las actividades a realizar y las instrucciones son claras a la hora de realizar las actividades ",Realizando encuentros de integración para conectar el 100% del personal de la compañía ,Bienestar y Balance,Me siento muy contento de pertenecer a la compañía ya que los compañeros son muy amables y comparten todo el conocimiento que tienen ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,CGM,Más de 2 años,6,8,9,Es una persona con mucho conocimiento del sector. Siempre esta abierto a explicar y a compartir el conocimiento.,"Organizando programas para formación tanto en temas técnicos, como en temas de automatización",Plan de Carrera y Capacitación,"Es una empresa con un gran potencial de crecimiento, sin embargo falta mucho foco estratégico desde la cabeza de la compañia",Crecimiento y Aprendizaje,Parcialmente.,No.,No.,No.,Si.,Parcialmente.,Si.
